,Year,Type of Offence,UNIT,VALUE
5161,2020,Criminal damage (not arson),Number,4599.0
5162,2020,Litter offences,Number,45.0
5163,2020,Public order and other social code offences,Number,6798.0
5164,2020,Disorderly conduct,Number,5734.0
5165,2020,Trespass offences,Number,586.0
5166,2020,Liquor licensing offences,Number,121.0
5167,2020,Prostitution offences,Number,4.0
5168,2020,"Regulated betting/money, collection/trading offences",Number,17.0
5169,2020,Social code offences (n.e.c.),Number,336.0
5170,2020,"Offences against government, justice procedures and organisation of crime",Number,3829.0
5171,2020,Offences against government and its agents,Number,72.0
5172,2020,Organisation of crime and conspiracy to commit crime,Number,3.0
5173,2020,Perverting the course of justice,Number,8.0
5174,2020,"Offences while in custody, breach of court orders",Number,3746.0
5175,2020,Homicide offences,Number,15.0
5176,2020,Murder,Number,8.0
5177,2020,Manslaughter,Number,0.0
5178,2020,Infanticide,Number,0.0
5179,2020,Dangerous driving leading to death,Number,7.0
5180,2020,Sexual offences,Number,750.0
5181,2020,Rape of a male or female,Number,191.0
5182,2020,Defilement of a boy or girl less than 17 years old,Number,56.0
5183,2020,Sexual offence involving mentally impaired person,Number,3.0
5184,2020,Aggravated sexual assault,Number,1.0
5185,2020,Sexual assault (not aggravated),Number,376.0
5186,2020,Other sexual offences,Number,123.0
5187,2020,"Attempts/threats to murder, assaults, harassments and related offences",Number,4641.0
5188,2020,Murder-attempt,Number,9.0
5189,2020,Threat to kill or cause serious harm,Number,385.0
5190,2020,Harassment and related offences,Number,436.0
5191,2020,"Assault causing harm, poisoning",Number,1056.0
5192,2020,Other assault,Number,2755.0
5193,2020,Dangerous or negligent acts,Number,2065.0
5194,2020,Dangerous driving causing serious bodily harm,Number,2.0
5195,2020,Driving/in charge of a vehicle while over legal alcohol limit,Number,1199.0
5196,2020,Driving/in charge of a vehicle under the influence of drugs,Number,635.0
5197,2020,Endangerment with potential for serious harm/death,Number,112.0
5198,2020,"Abandoning a child, child neglect and cruelty",Number,69.0
5199,2020,Unseaworthy/dangerous use of boat or ship,Number,2.0
5200,2020,False alarm/interference with aircraft or air transport facilities,Number,1.0
5201,2020,Endangering traffic offences,Number,45.0
5202,2020,Kidnapping and related offences,Number,34.0
5203,2020,False imprisonment,Number,28.0
5204,2020,Abduction of person under 16 years of age,Number,2.0
5205,2020,Human trafficking offences,Number,4.0
5206,2020,"Robbery, extortion and hijacking offences",Number,366.0
5207,2020,Robbery of an establishment or institution,Number,70.0
5208,2020,Robbery of cash or goods in transit,Number,1.0
5209,2020,Robbery from the person,Number,177.0
5210,2020,Blackmail or extortion,Number,76.0
5211,2020,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,42.0
5212,2020,Burglary and related offences,Number,1816.0
5213,2020,Aggravated burglary,Number,61.0
5214,2020,Burglary (not aggravated),Number,1673.0
5215,2020,"Possession of an article (with intent to burgle, steal, demand)",Number,82.0
5216,2020,Theft and related offences,Number,10662.0
5217,2020,Theft/taking of vehicle and related offences,Number,730.0
5218,2020,Theft from person,Number,279.0
5219,2020,Theft from shop,Number,3894.0
5220,2020,"Other thefts, handling stolen property",Number,5759.0
5221,2020,"Fraud, deception and related offences",Number,1991.0
5222,2020,Controlled drug offences,Number,6808.0
5223,2020,Importation of drugs,Number,3.0
5224,2020,Cultivation or manufacture of drugs,Number,98.0
5225,2020,Possession of drugs for sale or supply,Number,1658.0
5226,2020,Possession of drugs for personal use,Number,4747.0
5227,2020,Other drug offences,Number,302.0
5228,2020,Weapons and Explosives Offences,Number,841.0
5229,2020,"Explosives, chemical weapons offences",Number,9.0
5230,2020,Discharging a firearm,Number,21.0
5231,2020,Possession of a firearm,Number,64.0
5232,2020,Offensive weapons offences (n.e.c.),Number,740.0
5233,2020,Fireworks offences,Number,7.0
5234,2020,Damage to property and to the environment,Number,4449.0
5235,2020,Arson,Number,377.0
5236,2020,Criminal damage (not arson),Number,4007.0
5237,2020,Litter offences,Number,65.0
5238,2020,Public order and other social code offences,Number,7489.0
5239,2020,Disorderly conduct,Number,6470.0
5240,2020,Trespass offences,Number,707.0
5241,2020,Liquor licensing offences,Number,44.0
5242,2020,Prostitution offences,Number,8.0
5243,2020,"Regulated betting/money, collection/trading offences",Number,3.0
5244,2020,Social code offences (n.e.c.),Number,257.0
5245,2020,"Offences against government, justice procedures and organisation of crime",Number,1811.0
5246,2020,Offences against government and its agents,Number,94.0
5247,2020,Organisation of crime and conspiracy to commit crime,Number,5.0
5248,2020,Perverting the course of justice,Number,14.0
5249,2020,"Offences while in custody, breach of court orders",Number,1698.0
5250,2020,Homicide offences,Number,23.0
5251,2020,Murder,Number,7.0
5252,2020,Manslaughter,Number,1.0
5253,2020,Infanticide,Number,0.0
5254,2020,Dangerous driving leading to death,Number,15.0
5255,2020,Sexual offences,Number,864.0
5256,2020,Rape of a male or female,Number,222.0
5257,2020,Defilement of a boy or girl less than 17 years old,Number,74.0
5258,2020,Sexual offence involving mentally impaired person,Number,3.0
5259,2020,Aggravated sexual assault,Number,3.0
5260,2020,Sexual assault (not aggravated),Number,423.0
5261,2020,Other sexual offences,Number,139.0
5262,2020,"Attempts/threats to murder, assaults, harassments and related offences",Number,5248.0
5263,2020,Murder-attempt,Number,0.0
5264,2020,Threat to kill or cause serious harm,Number,439.0
5265,2020,Harassment and related offences,Number,455.0
5266,2020,"Assault causing harm, poisoning",Number,1166.0
5267,2020,Other assault,Number,3188.0
5268,2020,Dangerous or negligent acts,Number,2496.0
5269,2020,Dangerous driving causing serious bodily harm,Number,9.0
5270,2020,Driving/in charge of a vehicle while over legal alcohol limit,Number,1434.0
5271,2020,Driving/in charge of a vehicle under the influence of drugs,Number,798.0
5272,2020,Endangerment with potential for serious harm/death,Number,85.0
5273,2020,"Abandoning a child, child neglect and cruelty",Number,112.0
5274,2020,Unseaworthy/dangerous use of boat or ship,Number,1.0
5275,2020,False alarm/interference with aircraft or air transport facilities,Number,0.0
5276,2020,Endangering traffic offences,Number,57.0
5277,2020,Kidnapping and related offences,Number,34.0
5278,2020,False imprisonment,Number,27.0
5279,2020,Abduction of person under 16 years of age,Number,3.0
5280,2020,Human trafficking offences,Number,4.0
5281,2020,"Robbery, extortion and hijacking offences",Number,487.0
5282,2020,Robbery of an establishment or institution,Number,91.0
5283,2020,Robbery of cash or goods in transit,Number,2.0
5284,2020,Robbery from the person,Number,275.0
5285,2020,Blackmail or extortion,Number,68.0
5286,2020,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,51.0
5287,2020,Burglary and related offences,Number,2739.0
5288,2020,Aggravated burglary,Number,73.0
5289,2020,Burglary (not aggravated),Number,2576.0
5290,2020,"Possession of an article (with intent to burgle, steal, demand)",Number,90.0
5291,2020,Theft and related offences,Number,14333.0
5292,2020,Theft/taking of vehicle and related offences,Number,1018.0
5293,2020,Theft from person,Number,396.0
5294,2020,Theft from shop,Number,5574.0
5295,2020,"Other thefts, handling stolen property",Number,7345.0
5296,2020,"Fraud, deception and related offences",Number,1951.0
5297,2020,Controlled drug offences,Number,5665.0
5298,2020,Importation of drugs,Number,3.0
5299,2020,Cultivation or manufacture of drugs,Number,158.0
5300,2020,Possession of drugs for sale or supply,Number,1443.0
5301,2020,Possession of drugs for personal use,Number,3808.0
5302,2020,Other drug offences,Number,253.0
5303,2020,Weapons and Explosives Offences,Number,836.0
5304,2020,"Explosives, chemical weapons offences",Number,16.0
5305,2020,Discharging a firearm,Number,18.0
5306,2020,Possession of a firearm,Number,70.0
5307,2020,Offensive weapons offences (n.e.c.),Number,633.0
5308,2020,Fireworks offences,Number,99.0
5309,2020,Damage to property and to the environment,Number,5307.0
5310,2020,Arson,Number,371.0
5311,2020,Criminal damage (not arson),Number,4893.0
5312,2020,Litter offences,Number,43.0
5313,2020,Public order and other social code offences,Number,8178.0
5314,2020,Disorderly conduct,Number,6827.0
5315,2020,Trespass offences,Number,615.0
5316,2020,Liquor licensing offences,Number,81.0
5317,2020,Prostitution offences,Number,11.0
5318,2020,"Regulated betting/money, collection/trading offences",Number,12.0
5319,2020,Social code offences (n.e.c.),Number,632.0
5320,2020,"Offences against government, justice procedures and organisation of crime",Number,2354.0
5321,2020,Offences against government and its agents,Number,74.0
5322,2020,Organisation of crime and conspiracy to commit crime,Number,5.0
5323,2020,Perverting the course of justice,Number,11.0
5324,2020,"Offences while in custody, breach of court orders",Number,2264.0
5325,2020,Homicide offences,Number,12.0
5326,2020,Murder,Number,6.0
5327,2020,Manslaughter,Number,0.0
5328,2020,Infanticide,Number,1.0
5329,2020,Dangerous driving leading to death,Number,5.0
5330,2020,Sexual offences,Number,709.0
5331,2020,Rape of a male or female,Number,198.0
5332,2020,Defilement of a boy or girl less than 17 years old,Number,43.0
5333,2020,Sexual offence involving mentally impaired person,Number,3.0
5334,2020,Aggravated sexual assault,Number,1.0
5335,2020,Sexual assault (not aggravated),Number,356.0
5336,2020,Other sexual offences,Number,108.0
5337,2020,"Attempts/threats to murder, assaults, harassments and related offences",Number,4500.0
5338,2020,Murder-attempt,Number,1.0
5339,2020,Threat to kill or cause serious harm,Number,379.0
5340,2020,Harassment and related offences,Number,400.0
5341,2020,"Assault causing harm, poisoning",Number,1010.0
5342,2020,Other assault,Number,2710.0
5343,2020,Dangerous or negligent acts,Number,2075.0
5344,2020,Dangerous driving causing serious bodily harm,Number,7.0
5345,2020,Driving/in charge of a vehicle while over legal alcohol limit,Number,1209.0
5346,2020,Driving/in charge of a vehicle under the influence of drugs,Number,627.0
5347,2020,Endangerment with potential for serious harm/death,Number,78.0
5348,2020,"Abandoning a child, child neglect and cruelty",Number,80.0
5349,2020,Unseaworthy/dangerous use of boat or ship,Number,0.0
5350,2020,False alarm/interference with aircraft or air transport facilities,Number,0.0
5351,2020,Endangering traffic offences,Number,74.0
5352,2020,Kidnapping and related offences,Number,24.0
5353,2020,False imprisonment,Number,15.0
5354,2020,Abduction of person under 16 years of age,Number,2.0
5355,2020,Human trafficking offences,Number,7.0
5356,2020,"Robbery, extortion and hijacking offences",Number,423.0
5357,2020,Robbery of an establishment or institution,Number,83.0
5358,2020,Robbery of cash or goods in transit,Number,2.0
5359,2020,Robbery from the person,Number,226.0
5360,2020,Blackmail or extortion,Number,54.0
5361,2020,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,58.0
5362,2020,Burglary and related offences,Number,2458.0
5363,2020,Aggravated burglary,Number,70.0
5364,2020,Burglary (not aggravated),Number,2333.0
5365,2020,"Possession of an article (with intent to burgle, steal, demand)",Number,55.0
5366,2020,Theft and related offences,Number,11615.0
5367,2020,Theft/taking of vehicle and related offences,Number,866.0
5368,2020,Theft from person,Number,285.0
5369,2020,Theft from shop,Number,4692.0
5370,2020,"Other thefts, handling stolen property",Number,5772.0
5371,2020,"Fraud, deception and related offences",Number,1878.0
5372,2020,Controlled drug offences,Number,5370.0
5373,2020,Importation of drugs,Number,12.0
5374,2020,Cultivation or manufacture of drugs,Number,90.0
5375,2020,Possession of drugs for sale or supply,Number,1457.0
5376,2020,Possession of drugs for personal use,Number,3603.0
5377,2020,Other drug offences,Number,208.0
5378,2020,Weapons and Explosives Offences,Number,740.0
5379,2020,"Explosives, chemical weapons offences",Number,14.0
5380,2020,Discharging a firearm,Number,20.0
5381,2020,Possession of a firearm,Number,46.0
5382,2020,Offensive weapons offences (n.e.c.),Number,483.0
5383,2020,Fireworks offences,Number,177.0
5384,2020,Damage to property and to the environment,Number,4772.0
5385,2020,Arson,Number,286.0
5386,2020,Criminal damage (not arson),Number,4445.0
5387,2020,Litter offences,Number,41.0
5388,2020,Public order and other social code offences,Number,6563.0
5389,2020,Disorderly conduct,Number,5460.0
5390,2020,Trespass offences,Number,532.0
5391,2020,Liquor licensing offences,Number,56.0
5392,2020,Prostitution offences,Number,10.0
5393,2020,"Regulated betting/money, collection/trading offences",Number,20.0
5394,2020,Social code offences (n.e.c.),Number,485.0
5395,2020,"Offences against government, justice procedures and organisation of crime",Number,2974.0
5396,2020,Offences against government and its agents,Number,62.0
5397,2020,Organisation of crime and conspiracy to commit crime,Number,2.0
5398,2020,Perverting the course of justice,Number,3.0
5399,2020,"Offences while in custody, breach of court orders",Number,2907.0
5400,2021,Homicide offences,Number,16.0
5401,2021,Murder,Number,10.0
5402,2021,Manslaughter,Number,1.0
5403,2021,Infanticide,Number,0.0
5404,2021,Dangerous driving leading to death,Number,5.0
5405,2021,Sexual offences,Number,827.0
5406,2021,Rape of a male or female,Number,176.0
5407,2021,Defilement of a boy or girl less than 17 years old,Number,47.0
5408,2021,Sexual offence involving mentally impaired person,Number,1.0
5409,2021,Aggravated sexual assault,Number,3.0
5410,2021,Sexual assault (not aggravated),Number,474.0
5411,2021,Other sexual offences,Number,126.0
5412,2021,"Attempts/threats to murder, assaults, harassments and related offences",Number,4044.0
