"STATISTIC Label","Quarter","Type of Offence","UNIT","VALUE"
"Recorded crime incidents (Under Reservation)","2019Q1","Endangerment with potential for serious harm/death","Number","53"
"Recorded crime incidents (Under Reservation)","2019Q1","Abandoning a child, child neglect and cruelty","Number","85"
"Recorded crime incidents (Under Reservation)","2019Q1","Unseaworthy/dangerous use of boat or ship","Number","0"
"Recorded crime incidents (Under Reservation)","2019Q1","False alarm/interference with aircraft or air transport facilities","Number","1"
"Recorded crime incidents (Under Reservation)","2019Q1","Endangering traffic offences","Number","64"
"Recorded crime incidents (Under Reservation)","2019Q1","Kidnapping and related offences","Number","27"
"Recorded crime incidents (Under Reservation)","2019Q1","False imprisonment","Number","19"
"Recorded crime incidents (Under Reservation)","2019Q1","Abduction of person under 16 years of age","Number","5"
"Recorded crime incidents (Under Reservation)","2019Q1","Human trafficking offences","Number","3"
"Recorded crime incidents (Under Reservation)","2019Q1","Robbery, extortion and hijacking offences","Number","578"
"Recorded crime incidents (Under Reservation)","2019Q1","Robbery of an establishment or institution","Number","166"
"Recorded crime incidents (Under Reservation)","2019Q1","Robbery of cash or goods in transit","Number","7"
"Recorded crime incidents (Under Reservation)","2019Q1","Robbery from the person","Number","322"
"Recorded crime incidents (Under Reservation)","2019Q1","Blackmail or extortion","Number","46"
"Recorded crime incidents (Under Reservation)","2019Q1","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","37"
"Recorded crime incidents (Under Reservation)","2019Q1","Burglary and related offences","Number","4212"
"Recorded crime incidents (Under Reservation)","2019Q1","Aggravated burglary","Number","79"
"Recorded crime incidents (Under Reservation)","2019Q1","Burglary (not aggravated)","Number","4053"
"Recorded crime incidents (Under Reservation)","2019Q1","Possession of an article (with intent to burgle, steal, demand)","Number","80"
"Recorded crime incidents (Under Reservation)","2019Q1","Theft and related offences","Number","16229"
"Recorded crime incidents (Under Reservation)","2019Q1","Theft/taking of vehicle and related offences","Number","1338"
"Recorded crime incidents (Under Reservation)","2019Q1","Theft from person","Number","1071"
"Recorded crime incidents (Under Reservation)","2019Q1","Theft from shop","Number","5777"
"Recorded crime incidents (Under Reservation)","2019Q1","Other thefts, handling stolen property","Number","8043"
"Recorded crime incidents (Under Reservation)","2019Q1","Fraud, deception and related offences","Number","1935"
"Recorded crime incidents (Under Reservation)","2019Q1","Controlled drug offences","Number","4590"
"Recorded crime incidents (Under Reservation)","2019Q1","Importation of drugs","Number","3"
"Recorded crime incidents (Under Reservation)","2019Q1","Cultivation or manufacture of drugs","Number","37"
"Recorded crime incidents (Under Reservation)","2019Q1","Possession of drugs for sale or supply","Number","1123"
"Recorded crime incidents (Under Reservation)","2019Q1","Possession of drugs for personal use","Number","3261"
"Recorded crime incidents (Under Reservation)","2019Q1","Other drug offences","Number","166"
"Recorded crime incidents (Under Reservation)","2019Q1","Weapons and Explosives Offences","Number","567"
"Recorded crime incidents (Under Reservation)","2019Q1","Explosives, chemical weapons offences","Number","12"
"Recorded crime incidents (Under Reservation)","2019Q1","Discharging a firearm","Number","22"
"Recorded crime incidents (Under Reservation)","2019Q1","Possession of a firearm","Number","44"
"Recorded crime incidents (Under Reservation)","2019Q1","Offensive weapons offences (n.e.c.)","Number","481"
"Recorded crime incidents (Under Reservation)","2019Q1","Fireworks offences","Number","8"
"Recorded crime incidents (Under Reservation)","2019Q1","Damage to property and to the environment","Number","5540"
"Recorded crime incidents (Under Reservation)","2019Q1","Arson","Number","373"
"Recorded crime incidents (Under Reservation)","2019Q1","Criminal damage (not arson)","Number","5128"
"Recorded crime incidents (Under Reservation)","2019Q1","Litter offences","Number","39"
"Recorded crime incidents (Under Reservation)","2019Q1","Public order and other social code offences","Number","7465"
"Recorded crime incidents (Under Reservation)","2019Q1","Disorderly conduct","Number","6373"
"Recorded crime incidents (Under Reservation)","2019Q1","Trespass offences","Number","550"
"Recorded crime incidents (Under Reservation)","2019Q1","Liquor licensing offences","Number","134"
"Recorded crime incidents (Under Reservation)","2019Q1","Prostitution offences","Number","12"
"Recorded crime incidents (Under Reservation)","2019Q1","Regulated betting/money, collection/trading offences","Number","29"
"Recorded crime incidents (Under Reservation)","2019Q1","Social code offences (n.e.c.)","Number","367"
"Recorded crime incidents (Under Reservation)","2019Q1","Offences against government, justice procedures and organisation of crime","Number","4488"
"Recorded crime incidents (Under Reservation)","2019Q1","Offences against government and its agents","Number","41"
"Recorded crime incidents (Under Reservation)","2019Q1","Organisation of crime and conspiracy to commit crime","Number","0"
"Recorded crime incidents (Under Reservation)","2019Q1","Perverting the course of justice","Number","7"
"Recorded crime incidents (Under Reservation)","2019Q1","Offences while in custody, breach of court orders","Number","4440"
"Recorded crime incidents (Under Reservation)","2019Q2","Homicide offences","Number","22"
"Recorded crime incidents (Under Reservation)","2019Q2","Murder","Number","8"
"Recorded crime incidents (Under Reservation)","2019Q2","Manslaughter","Number","2"
"Recorded crime incidents (Under Reservation)","2019Q2","Infanticide","Number","0"
"Recorded crime incidents (Under Reservation)","2019Q2","Dangerous driving leading to death","Number","12"
"Recorded crime incidents (Under Reservation)","2019Q2","Sexual offences","Number","878"
"Recorded crime incidents (Under Reservation)","2019Q2","Rape of a male or female","Number","219"
"Recorded crime incidents (Under Reservation)","2019Q2","Defilement of a boy or girl less than 17 years old","Number","51"
"Recorded crime incidents (Under Reservation)","2019Q2","Sexual offence involving mentally impaired person","Number","5"
"Recorded crime incidents (Under Reservation)","2019Q2","Aggravated sexual assault","Number","2"
"Recorded crime incidents (Under Reservation)","2019Q2","Sexual assault (not aggravated)","Number","465"
"Recorded crime incidents (Under Reservation)","2019Q2","Other sexual offences","Number","136"
"Recorded crime incidents (Under Reservation)","2019Q2","Attempts/threats to murder, assaults, harassments and related offences","Number","5440"
"Recorded crime incidents (Under Reservation)","2019Q2","Murder-attempt","Number","9"
"Recorded crime incidents (Under Reservation)","2019Q2","Threat to kill or cause serious harm","Number","289"
"Recorded crime incidents (Under Reservation)","2019Q2","Harassment and related offences","Number","418"
"Recorded crime incidents (Under Reservation)","2019Q2","Assault causing harm, poisoning","Number","1241"
"Recorded crime incidents (Under Reservation)","2019Q2","Other assault","Number","3483"
"Recorded crime incidents (Under Reservation)","2019Q2","Dangerous or negligent acts","Number","2247"
"Recorded crime incidents (Under Reservation)","2019Q2","Dangerous driving causing serious bodily harm","Number","16"
"Recorded crime incidents (Under Reservation)","2019Q2","Driving/in charge of a vehicle while over legal alcohol limit","Number","1716"
"Recorded crime incidents (Under Reservation)","2019Q2","Driving/in charge of a vehicle under the influence of drugs","Number","297"
"Recorded crime incidents (Under Reservation)","2019Q2","Endangerment with potential for serious harm/death","Number","61"
"Recorded crime incidents (Under Reservation)","2019Q2","Abandoning a child, child neglect and cruelty","Number","84"
"Recorded crime incidents (Under Reservation)","2019Q2","Unseaworthy/dangerous use of boat or ship","Number","1"
"Recorded crime incidents (Under Reservation)","2019Q2","False alarm/interference with aircraft or air transport facilities","Number","0"
"Recorded crime incidents (Under Reservation)","2019Q2","Endangering traffic offences","Number","72"
"Recorded crime incidents (Under Reservation)","2019Q2","Kidnapping and related offences","Number","24"
"Recorded crime incidents (Under Reservation)","2019Q2","False imprisonment","Number","14"
"Recorded crime incidents (Under Reservation)","2019Q2","Abduction of person under 16 years of age","Number","4"
"Recorded crime incidents (Under Reservation)","2019Q2","Human trafficking offences","Number","6"
"Recorded crime incidents (Under Reservation)","2019Q2","Robbery, extortion and hijacking offences","Number","518"
"Recorded crime incidents (Under Reservation)","2019Q2","Robbery of an establishment or institution","Number","152"
"Recorded crime incidents (Under Reservation)","2019Q2","Robbery of cash or goods in transit","Number","7"
"Recorded crime incidents (Under Reservation)","2019Q2","Robbery from the person","Number","300"
"Recorded crime incidents (Under Reservation)","2019Q2","Blackmail or extortion","Number","31"
"Recorded crime incidents (Under Reservation)","2019Q2","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","28"
"Recorded crime incidents (Under Reservation)","2019Q2","Burglary and related offences","Number","3837"
"Recorded crime incidents (Under Reservation)","2019Q2","Aggravated burglary","Number","51"
"Recorded crime incidents (Under Reservation)","2019Q2","Burglary (not aggravated)","Number","3711"
"Recorded crime incidents (Under Reservation)","2019Q2","Possession of an article (with intent to burgle, steal, demand)","Number","75"
"Recorded crime incidents (Under Reservation)","2019Q2","Theft and related offences","Number","17228"
"Recorded crime incidents (Under Reservation)","2019Q2","Theft/taking of vehicle and related offences","Number","1141"
"Recorded crime incidents (Under Reservation)","2019Q2","Theft from person","Number","1053"
"Recorded crime incidents (Under Reservation)","2019Q2","Theft from shop","Number","6287"
"Recorded crime incidents (Under Reservation)","2019Q2","Other thefts, handling stolen property","Number","8747"
"Recorded crime incidents (Under Reservation)","2019Q2","Fraud, deception and related offences","Number","1929"
"Recorded crime incidents (Under Reservation)","2019Q2","Controlled drug offences","Number","6218"
"Recorded crime incidents (Under Reservation)","2019Q2","Importation of drugs","Number","12"
"Recorded crime incidents (Under Reservation)","2019Q2","Cultivation or manufacture of drugs","Number","45"
